id,username,tx,ty,tz,listeningTo,afk,description
ea932916-0855-4bde-84b4-8103492d8b7c,User_ea932,-1.7099159955978394,-2.2615950107574463,0,"[""b368f35c-1c47-4dfc-beac-c418b79bf3c5""]",,
b0a050cb-3e2f-47ba-a660-84a368b02e56,User_b0a05,0,0,0,"[""b368f35c-1c47-4dfc-beac-c418b79bf3c5""]",,
